Id,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,ScreenPorch,MiscVal,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice_log,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,HeatingQC,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,YrBltAndRemod,NewFirePlaces,NewExterQualCond,NewCentrAirElec,NewKitchen,NewSale,SalePrice
498,0.0,329,697,1026,1133,687,1820,240,0,0,2846,2149,3.0,100,0,1,1,1,0,12.122691036591124,3,2,1,2,1,1,1,1,1,3,2,1,1,4,3,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,3,3,1,3,1,2,2,1,1,2,1,4,1,3,1,3,1,14,21,11,12,11,184000
295,238.0,1285,131,1416,1644,0,1644,418,0,0,3060,2929,2.0,110,0,0,1,1,1,12.025749091398891,1,2,3,2,2,1,1,1,1,3,2,1,2,3,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,3,1,1,1,3,1,1,1,1,4,1,22,21,11,12,11,167000
545,0.0,554,100,654,664,832,1496,426,0,0,2150,2050,3.5,124,0,1,1,1,1,12.09884928474215,1,2,1,4,2,2,1,1,1,2,2,1,2,4,2,4,3,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,3,1,1,4,1,3,1,1,1,3,2,1,1,1,1,4,22,11,11,13,23,179665
467,0.0,778,499,1277,1277,0,1277,526,176,0,2554,2055,2.0,176,0,0,1,1,1,12.025749091398891,1,2,3,2,2,1,1,1,1,3,2,1,2,4,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,3,1,1,2,2,3,1,1,1,1,1,1,2,1,2,2,24,21,11,12,11,167000
305,0.0,0,1470,1470,1675,1818,2728,870,0,0,4963,3493,3.0,302,0,1,1,1,1,12.594730635321955,4,3,3,4,2,1,1,1,1,3,2,1,2,4,3,1,3,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,4,1,1,3,2,4,1,1,1,4,1,1,1,1,3,1,21,21,11,13,11,295000
782,0.0,387,374,761,810,793,1603,484,0,0,2364,1990,2.5,124,0,1,1,1,0,12.077670930725647,1,2,2,1,2,1,1,1,1,2,2,1,2,3,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,1,4,1,1,2,1,3,14,11,11,13,11,175900
555,292.0,866,132,998,1006,1040,2046,871,0,0,3044,2912,3.5,382,0,1,1,1,1,12.556729517143344,1,2,3,2,2,1,1,1,1,1,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,2,3,1,4,1,1,1,4,4,1,1,1,3,3,22,11,11,13,11,284000
1148,0.0,275,429,704,860,704,1564,234,0,0,2268,1839,1.5,0,0,1,1,1,1,12.069680020624618,3,2,3,3,2,1,2,1,1,2,2,1,2,4,3,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,2,4,1,22,21,11,12,11,174500
805,0.0,812,124,936,1128,0,1128,286,0,0,2064,1940,1.0,0,0,0,1,1,0,11.6784399034478,1,2,3,2,2,1,1,1,1,3,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,14,21,11,12,13,118000
94,0.0,1046,168,1214,1260,1031,2291,506,99,0,3505,3337,2.5,99,0,1,1,1,1,11.804848531679264,2,3,1,1,2,1,1,2,1,3,2,2,1,3,3,1,3,1,2,2,1,2,2,3,1,2,1,1,1,1,2,2,1,3,3,1,3,1,2,3,1,1,1,1,1,1,1,1,2,1,22,21,21,22,11,133900
830,0.0,0,600,600,520,623,1223,480,0,0,1743,1143,2.5,166,0,1,1,1,0,11.900905258737373,2,2,1,1,1,1,1,1,1,2,2,2,2,4,2,3,3,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,3,3,1,3,1,1,1,1,4,1,1,2,1,3,14,11,11,13,11,147400
1096,0.0,24,1290,1314,1314,0,1314,440,0,0,2628,1338,2.0,22,0,0,1,1,1,12.08069081199846,1,2,3,2,2,2,1,1,1,2,2,1,2,3,2,4,3,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,3,1,1,4,1,3,1,1,1,1,2,1,1,1,2,4,22,11,11,13,11,176432
120,0.0,0,728,728,728,728,1456,390,0,0,2184,1456,2.5,24,0,1,1,1,1,12.007560729337492,1,2,2,1,2,1,1,1,1,2,2,1,2,3,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,1,2,1,1,2,1,4,22,11,11,13,23,163990
325,300.0,0,710,710,1898,1080,2728,564,0,0,3688,2978,2.5,240,0,1,1,1,1,12.396693005138824,4,2,4,3,2,1,1,2,1,3,3,1,1,4,3,2,3,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,4,4,1,2,2,1,3,1,1,1,4,1,1,1,1,5,3,22,11,11,13,11,242000
628,164.0,674,350,1156,1520,0,1520,364,0,0,2676,2326,2.0,189,0,0,1,1,1,11.938193200374572,4,2,3,2,2,1,1,1,1,3,2,1,1,3,3,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,3,1,4,1,1,2,1,1,1,1,1,4,1,1,5,2,22,21,11,12,11,153000
605,99.0,922,572,1494,1494,0,1494,530,0,0,2988,2416,3.0,228,0,0,1,1,1,12.30591798049989,1,2,3,3,2,2,1,1,1,2,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,3,1,1,3,1,3,1,1,1,4,3,1,1,1,3,3,23,11,11,13,11,221000
598,72.0,0,1258,1258,1402,0,1402,648,0,0,2660,1402,2.0,136,0,0,1,1,1,12.17664898415669,1,2,1,1,2,1,1,1,1,2,2,3,2,4,2,4,3,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,3,1,3,1,1,4,1,4,1,1,1,3,2,1,1,3,2,4,22,11,11,13,23,194201
677,0.0,0,1095,1095,1095,679,1774,779,0,0,2869,1774,3.0,90,0,1,1,1,0,11.37366339763672,3,3,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,2,2,1,1,2,2,3,1,2,1,1,3,2,1,2,1,3,3,2,3,1,2,4,3,3,2,1,1,3,1,1,1,1,14,21,21,22,11,87000
1077,0.0,626,170,796,1096,370,1466,566,0,500,2262,2092,2.5,457,0,1,1,1,1,12.04649057570571,3,2,1,2,1,1,1,1,1,3,2,1,1,2,3,1,3,2,2,2,1,2,3,1,1,2,1,1,2,1,2,2,1,2,3,2,1,1,2,3,1,1,1,4,2,1,1,1,1,2,23,21,11,13,11,170500
923,0.0,28,1288,1316,1316,0,1316,397,0,0,2632,1344,2.0,123,0,0,1,1,1,12.043494890772816,1,2,2,2,2,1,1,1,1,2,1,1,2,3,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,1,3,1,1,1,3,1,1,1,1,1,4,22,11,11,13,23,169990
1326,0.0,0,796,796,796,0,796,0,0,0,1592,796,1.0,100,0,0,0,1,0,10.915088464214609,2,3,1,1,2,1,1,1,1,3,2,1,2,1,1,1,1,2,2,2,1,2,2,3,1,2,1,1,3,1,1,1,1,1,3,1,5,1,3,1,3,3,2,1,1,3,2,1,3,1,14,21,21,12,11,55000
1164,0.0,1198,0,1198,1258,0,1258,400,0,0,2456,2456,3.0,120,0,0,1,1,0,11.598726943661342,2,2,1,3,2,1,1,1,1,3,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,3,1,1,3,1,3,1,5,2,2,3,3,1,1,3,1,1,1,1,3,2,14,21,11,22,13,108959
871,0.0,0,894,894,894,0,894,308,0,0,1788,894,1.0,0,0,0,1,1,0,11.603679828238691,1,2,1,1,2,1,1,1,1,3,3,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,3,1,3,2,2,2,1,1,1,1,1,1,1,1,4,2,14,21,21,12,11,109500
1156,0.0,1157,280,1437,1437,0,1437,528,180,0,2874,2594,3.0,201,0,0,1,1,1,12.292250341771226,1,2,3,2,2,2,1,2,1,2,2,1,2,2,3,2,3,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,3,1,1,2,1,3,1,1,1,1,2,1,1,2,2,3,24,11,11,13,11,218000
675,0.0,892,244,1136,1136,0,1136,384,0,0,2272,2028,2.0,426,0,0,1,1,1,11.84939770159144,1,2,3,2,2,1,1,1,1,3,2,1,2,3,3,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,3,1,1,2,1,2,1,1,1,4,1,1,1,2,3,2,22,21,11,12,11,140000
880,90.0,646,218,864,864,0,864,336,0,0,1728,1510,2.0,0,0,0,1,1,0,11.824079893607152,1,2,2,1,2,2,1,3,1,2,2,1,2,2,3,2,3,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,3,1,1,2,2,2,1,1,1,1,1,1,2,2,4,3,14,11,11,12,11,136500
906,110.0,354,412,1056,1063,0,1063,280,0,0,2119,1707,2.0,164,0,0,1,1,0,11.759785542901756,1,2,3,2,2,1,1,1,1,3,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,4,2,3,5,1,14,21,11,12,11,128000
1364,0.0,0,616,616,616,796,1412,432,0,0,2028,1412,2.5,36,0,1,1,1,1,11.963567869487337,1,2,2,1,2,2,1,1,1,2,2,1,2,3,2,4,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,2,4,1,3,1,1,1,1,3,1,1,1,2,4,22,21,11,13,23,156932
995,230.0,1172,528,1700,1718,0,1718,786,0,0,3418,2890,3.0,264,0,0,1,1,1,12.729320789294722,1,2,4,3,2,1,1,2,1,1,2,1,2,4,2,4,3,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,3,1,1,4,1,4,1,1,1,4,4,1,1,2,4,4,22,11,11,11,11,337500
1095,0.0,248,448,936,936,0,936,308,160,0,1872,1424,2.0,240,0,0,1,1,0,11.76756768334381,1,2,2,1,2,1,1,1,1,3,2,1,2,2,3,1,3,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,5,2,14,21,11,12,11,129000
529,0.0,348,180,528,605,0,605,0,0,0,1133,953,2.0,144,0,0,0,1,0,11.362102575235644,2,2,1,2,2,2,1,1,1,3,2,1,2,1,3,1,3,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,3,1,5,1,3,1,3,3,2,1,1,4,1,2,2,2,14,21,11,12,11,86000
466,18.0,0,1375,1375,1414,0,1414,398,0,0,2789,1414,2.0,164,0,0,1,1,1,12.093687514935382,1,3,1,1,2,1,1,1,1,2,2,3,2,4,2,3,3,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,3,1,1,3,1,3,1,1,1,3,2,1,1,1,1,3,23,11,11,13,11,178740
114,184.0,35,905,1809,2223,0,2259,450,0,0,4068,3163,3.0,478,0,0,1,1,1,12.287652632522596,1,2,3,4,2,1,2,2,1,2,2,1,2,3,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,3,1,4,1,2,3,1,1,1,4,4,4,2,1,2,1,22,21,11,13,12,217000
1337,564.0,0,1656,1656,1656,0,1656,506,0,0,3312,1656,2.0,211,0,0,1,1,0,11.813030057420567,2,2,3,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,3,3,1,3,2,2,3,1,1,1,1,4,1,1,1,3,2,14,21,11,22,11,135000
759,360.0,549,195,744,757,744,1501,440,0,0,2245,2050,2.5,0,0,1,1,1,0,12.097373228606832,2,2,1,1,1,1,1,1,1,2,2,2,2,4,2,3,3,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,3,1,3,3,2,3,1,1,1,1,1,1,1,1,3,3,14,21,11,12,11,179400
761,0.0,612,252,864,864,0,864,300,0,450,1728,1476,1.0,0,0,0,1,1,0,11.759394841587936,1,2,2,2,2,1,1,1,1,3,2,1,2,3,3,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,3,4,2,2,2,5,1,1,1,1,1,1,4,2,14,21,11,12,11,127950
503,0.0,698,420,1214,1214,0,1214,461,0,400,2428,2008,2.0,184,0,0,1,1,0,11.852250770573848,1,2,2,2,2,1,1,2,1,3,1,1,2,2,3,2,2,1,2,2,1,2,2,1,1,2,3,2,1,2,1,1,1,1,3,1,3,2,2,3,3,3,1,1,1,4,3,1,2,2,14,21,11,12,11,140400
84,66.0,0,1065,1065,1065,0,1065,461,0,0,2130,1065,1.5,74,0,0,1,1,0,11.747997587149712,1,2,3,2,2,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,3,1,3,2,2,3,1,1,1,1,1,1,1,2,2,2,14,21,11,12,11,126500
184,0.0,0,1362,1362,1362,720,2082,484,0,0,3444,2082,2.5,518,0,1,1,1,0,12.206072645530174,3,3,2,3,2,1,1,1,1,3,2,1,1,4,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,3,3,2,3,1,1,2,4,4,1,1,1,3,3,14,21,11,13,11,200000
1207,0.0,1056,0,1056,1056,0,1056,384,0,0,2112,2112,2.0,42,0,0,1,1,0,11.580584113444043,1,3,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,3,1,3,2,2,2,1,1,1,1,3,1,2,1,1,2,14,21,11,12,11,107000
145,336.0,1332,396,1728,1728,0,1728,504,0,0,3456,3060,3.0,0,0,0,1,1,0,11.736069016284436,2,3,2,2,2,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,4,4,1,3,2,2,3,1,1,1,1,1,1,1,1,1,2,14,21,11,22,12,125000
1419,0.0,25,247,1144,1144,0,1144,336,0,0,2288,2041,2.5,88,0,0,1,1,0,11.728036844587177,1,2,2,2,2,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,1,3,2,2,2,1,1,1,1,4,1,1,1,3,2,14,21,11,12,11,124000
706,0.0,0,0,105,372,720,1092,0,0,3500,1092,1092,2.0,0,0,1,0,0,0,10.976782033219948,2,3,2,1,2,1,1,1,1,3,2,2,2,1,2,1,1,1,1,2,1,2,3,3,3,2,2,1,3,1,1,2,1,2,3,1,5,1,3,1,3,3,2,1,1,1,1,2,5,1,14,22,21,22,11,58500
1404,84.0,929,556,1485,1464,0,1464,754,0,0,2949,2393,3.0,328,0,0,1,1,0,12.552926520261092,1,2,1,4,2,2,1,3,1,2,1,1,2,4,2,4,3,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,3,1,1,4,2,4,1,1,1,4,4,1,1,1,2,4,14,11,11,13,11,282922
507,125.0,380,397,777,1065,846,1911,471,0,0,2688,2291,2.5,263,0,1,1,1,1,12.2783933071098,1,2,3,2,2,2,1,1,1,2,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,4,4,1,1,1,1,3,23,11,11,13,11,215000
755,0.0,439,115,1026,1026,0,1026,440,0,0,2052,1937,2.0,219,0,0,1,1,0,11.957611286231677,1,2,2,1,2,1,1,1,1,3,2,1,2,3,3,2,3,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,3,1,3,2,1,3,1,1,1,4,4,1,1,2,4,3,14,21,11,13,11,156000
692,700.0,1455,989,2077,2223,1872,2728,832,0,0,6760,5771,4.0,432,0,1,1,1,1,13.534473028231162,1,2,4,4,2,2,1,2,1,1,2,1,2,4,3,3,3,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,3,4,1,1,3,1,4,1,1,1,4,4,1,1,1,2,3,21,11,11,11,11,755000
88,76.0,0,612,612,612,612,1224,528,0,0,1836,1224,2.5,234,0,1,1,1,0,12.010665849187564,2,2,1,1,1,1,1,2,1,2,2,3,2,3,2,4,4,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,3,4,1,3,1,1,1,1,4,1,1,1,4,4,14,11,11,13,23,164500
314,0.0,1236,80,2077,2036,0,2036,513,0,0,4172,4092,4.0,0,0,0,1,1,1,12.834681304952548,1,2,4,4,2,2,2,1,2,2,2,1,2,4,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,3,1,2,1,2,3,1,1,2,1,3,1,1,1,1,1,1,1,1,4,2,22,21,11,12,11,375000
824,0.0,0,778,778,944,545,1489,240,0,0,2267,1489,2.0,335,0,1,1,1,1,11.845819880243557,3,2,1,2,2,1,1,1,1,3,2,1,1,3,3,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,3,1,3,1,2,2,1,1,1,4,1,1,2,2,4,1,22,21,11,12,11,139500
1386,0.0,735,61,796,796,358,1154,240,0,0,1950,1889,2.0,96,0,1,1,1,0,11.740061037553977,3,3,1,1,2,1,1,1,1,3,2,1,1,1,3,1,3,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,3,1,3,1,2,2,1,1,2,1,4,1,2,1,5,2,14,21,11,13,11,125500
1005,16.0,16,1330,1346,1504,0,1504,457,0,0,2850,1520,2.0,156,0,0,1,1,1,12.106252310247962,1,2,1,1,2,1,1,1,1,2,2,3,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,1,3,1,1,1,3,1,1,1,1,4,4,22,11,11,13,11,181000
614,0.0,206,914,1120,1120,0,1120,0,0,0,2240,1326,1.0,30,0,0,0,1,0,11.898187865760873,1,2,2,1,2,1,1,1,1,3,1,1,2,2,2,4,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,1,5,1,3,1,3,3,1,1,3,1,1,1,2,4,14,21,11,12,23,147000
12,286.0,998,177,1175,1182,1142,2324,736,0,0,3499,3322,4.0,168,0,1,1,1,1,12.751299696013495,1,2,3,3,2,2,1,1,1,1,2,1,2,4,2,3,3,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,3,4,1,2,3,1,4,1,1,1,3,2,1,1,2,1,4,22,11,11,11,23,345000
123,135.0,570,510,1080,1080,0,1080,288,130,0,2160,1650,1.0,130,0,0,1,1,0,11.820410164718188,1,2,3,2,2,1,1,2,1,3,2,1,2,3,3,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,14,21,11,12,11,136000
365,120.0,712,84,796,790,784,1574,566,0,0,2370,2286,3.5,417,0,1,1,1,1,12.154779351142624,1,2,3,4,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,3,1,1,2,1,3,1,1,1,4,4,1,1,2,1,2,23,21,11,12,11,190000
656,381.0,0,525,525,525,567,1092,264,0,0,1617,1092,1.5,0,0,1,1,1,0,11.385092093460344,2,3,1,1,2,1,1,1,1,3,2,2,2,3,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,3,1,3,2,2,2,1,1,1,1,1,1,1,1,5,2,14,21,11,12,13,88000
1219,0.0,0,0,105,672,240,912,0,0,0,912,912,1.0,0,0,1,0,0,0,11.296012463406656,3,3,1,1,2,1,1,1,1,3,2,1,1,1,2,1,1,2,2,2,1,2,3,3,3,2,2,1,2,1,1,1,1,1,1,1,5,1,3,1,3,3,2,1,1,1,1,2,1,1,14,21,21,12,11,80500
794,140.0,0,1496,1496,1496,0,1496,474,0,0,2992,1496,2.0,298,0,0,1,1,0,12.323855681186558,1,2,3,2,2,1,1,1,1,2,2,1,2,4,2,4,3,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,3,1,1,4,1,3,1,1,1,4,4,1,1,1,2,4,14,11,11,13,23,225000
886,60.0,1238,460,1698,1709,0,1709,506,0,0,3407,2947,3.0,162,0,0,1,1,1,12.703509032177148,1,2,1,1,2,2,1,3,1,2,2,3,2,4,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,3,1,1,1,3,4,1,1,1,3,3,23,11,11,13,12,328900
594,170.0,685,163,848,848,0,848,420,0,0,1696,1533,2.0,140,0,0,1,1,0,11.84939770159144,1,3,2,1,2,1,1,1,1,2,2,3,2,3,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,3,1,1,1,3,1,1,1,1,4,3,14,11,11,13,11,140000
654,0.0,0,756,756,756,713,1469,216,0,0,2225,1469,1.0,296,0,1,1,1,0,11.813030057420567,3,3,1,2,1,1,1,1,1,3,2,1,1,3,3,1,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,3,1,3,1,2,2,1,1,1,1,1,4,2,1,3,1,14,21,11,12,11,135000
999,0.0,0,1007,1007,1077,0,1077,210,0,0,2084,1077,1.0,148,0,0,1,1,1,11.418614785498988,2,3,1,2,2,1,1,1,1,3,2,1,2,1,1,1,1,1,2,2,1,2,2,3,1,2,1,1,3,1,1,1,1,2,3,1,3,1,2,2,1,3,2,1,4,3,1,1,1,1,22,21,21,12,11,91000
1107,0.0,738,172,910,1442,0,1442,719,0,0,2352,2180,3.0,244,0,0,1,1,1,12.100156419938624,1,2,4,2,2,2,1,2,1,2,1,1,2,4,2,3,3,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,3,1,1,3,1,3,1,1,1,1,4,1,1,1,2,3,23,11,11,13,11,179900
669,0.0,988,200,1188,1437,0,1437,576,0,0,2625,2425,2.5,304,0,0,1,1,1,12.031719258385396,1,2,2,4,2,1,2,2,2,3,2,1,2,2,3,1,3,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,3,2,3,3,2,3,1,1,1,4,1,1,1,1,1,2,23,21,11,12,11,168000
1345,0.0,0,728,728,728,728,1456,440,0,0,2184,1456,2.5,0,0,1,1,1,1,11.956553034172742,1,2,3,3,2,2,1,2,1,2,2,1,2,4,2,4,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,4,1,3,1,1,1,1,1,1,1,2,2,4,23,11,11,13,23,155835
75,0.0,0,840,840,840,765,1605,379,0,0,2445,1605,2.0,202,0,1,1,1,0,11.5843154610569,3,3,1,1,2,1,1,2,1,3,2,1,2,1,3,1,1,2,1,1,1,2,3,1,1,2,1,1,2,1,1,2,1,2,3,1,3,1,2,2,1,1,1,1,1,4,1,1,5,1,14,11,21,22,11,107400
737,0.0,0,0,105,1040,0,1040,400,0,0,1040,1040,2.0,0,0,0,1,0,0,11.44571671527678,2,2,1,1,2,1,1,1,1,3,2,2,2,1,1,1,1,2,2,1,1,2,3,3,3,2,2,1,2,1,1,2,1,1,3,1,3,1,2,3,1,1,1,1,1,1,1,2,1,1,14,21,22,22,11,93500
478,700.0,0,2153,2077,2069,574,2643,694,0,0,4796,2643,2.5,498,0,1,1,1,1,12.84792653170257,1,2,4,4,2,1,1,1,1,1,2,1,2,4,2,4,3,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,2,4,1,4,1,1,1,4,4,1,1,1,2,4,22,11,11,11,11,380000
1275,0.0,0,661,661,661,589,1250,552,0,0,1911,1250,2.0,323,0,1,1,1,1,11.842229212112828,3,2,1,1,2,1,1,2,1,2,2,1,1,2,3,1,3,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,3,1,3,2,2,3,1,1,1,4,1,3,1,1,2,1,22,21,11,12,11,139000
1262,0.0,504,546,1050,1050,0,1050,338,0,0,2100,1554,1.0,0,0,0,1,1,0,11.766792188927278,1,2,3,2,2,1,1,1,1,3,2,1,2,2,3,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,4,1,14,21,11,12,11,128900
146,50.0,0,970,970,970,739,1709,380,0,0,2679,1709,2.0,40,0,1,1,1,0,11.77528972943772,2,3,1,1,2,1,1,1,1,3,2,2,2,3,2,3,3,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,3,3,3,3,2,3,1,1,1,1,3,1,1,1,1,3,14,11,11,13,11,130000
1423,170.0,686,162,848,848,0,848,420,0,0,1696,1534,2.0,140,0,0,1,1,0,11.824079893607152,1,3,1,1,2,1,1,1,1,2,2,3,2,3,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,1,1,3,3,14,11,11,13,11,136500
1155,288.0,454,410,864,902,918,1820,492,273,0,2684,2274,2.0,417,0,1,1,1,1,12.215032386901646,1,2,2,4,2,2,1,1,1,3,2,1,2,4,3,2,3,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,3,3,3,1,1,2,2,3,1,1,1,1,4,1,3,1,3,2,22,21,11,13,11,201800
882,117.0,902,254,1156,1187,530,1717,400,0,0,2873,2619,2.5,204,0,1,1,1,1,12.141534124392605,3,2,1,4,2,2,1,3,1,2,2,1,1,4,2,3,3,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,4,3,1,1,1,2,3,23,11,11,13,11,187500
576,0.0,442,390,832,832,384,1216,336,0,0,2048,1658,1.0,260,0,1,1,1,0,11.682668239557325,3,2,3,1,2,1,1,1,1,3,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,3,1,3,1,2,2,1,1,1,3,1,3,1,1,3,1,14,21,11,12,12,118500
515,0.0,0,768,768,789,0,789,200,0,0,1557,789,1.0,112,0,0,1,1,0,11.477298287327075,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,3,1,1,1,1,1,3,1,3,1,2,2,3,4,1,1,1,3,2,1,2,1,14,21,21,12,11,96500
723,0.0,191,673,864,864,0,864,463,0,0,1728,1055,1.0,0,0,0,1,1,0,11.7320609948869,1,2,2,1,2,1,1,1,1,3,2,1,2,1,3,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,3,1,3,3,2,3,1,1,1,1,1,1,1,2,4,2,14,21,11,12,11,124500
797,148.0,0,660,660,1285,0,1285,528,0,0,1945,1285,1.5,138,0,0,1,1,1,11.874090314181814,1,2,2,1,2,1,1,1,1,3,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,3,1,1,2,1,3,1,1,1,3,1,1,2,1,2,2,23,21,11,12,11,143500
